"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"OBČANSKÁ KONZERVATIVNÍ STRANA","8/41","0",0,"0","22,4","38%","0%",1006
"POLITICKÉ HNUTÍ KARVIŇÁCI S ADÁMKEM","41/41","0",4,"37","45,8","54%","32%",1037
"KOALICE KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ A STRANA ZELENÝCH","41/41","0",28,"13","47,6","56%","56%",303
"KOMUNISTICKÁ STRANA ČECH A MORAVY","41/41","10",0,"21","50","34%","20%",47
"NAŠE KARVINSKO A TOP 09","41/41","0",22,"19","44,3","24%","39%",480
"SPOLU PRO KARVINOU","41/41","0",10,"31","42,7","32%","10%",509
"ZMĚNA PRO KARVINOU","41/41","0",5,"36","51,6","51%","29%",510
"OBČANSKÁ DEMOKRATICKÁ STRANA","41/41","5",0,"23","46,2","27%","49%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","41/41","24",1,"18","46","27%","46%",7
"ČESKÁ PIRÁTSKÁ STRANA","41/41","0",1,"40","35,1","34%","32%",720
"ANO 2011","41/41","0",1,"40","40","39%","46%",768
