"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","30/30","2",0,"9","47","33%","57%",1
"KONZERVATIVNÍ STRANA","2/30","0",0,"0","33","0%","100%",24
"ZELENÁ PRO KRÁLOVO POLE","30/30","2",1,"20","45,1","60%","63%",364
"KOMUNISTICKÁ STRANA ČECH A MORAVY","30/30","3",0,"15","70,1","33%","40%",47
"ZA LIDI PRO LIDI","30/30","0",1,"29","52,4","40%","17%",483
"OBČANSKÁ DEMOKRATICKÁ STRANA","30/30","8",0,"17","50,2","40%","67%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","30/30","9",0,"11","46,1","47%","20%",7
"STRANA SVOBODNÝCH OBČANŮ","12/30","0",0,"10","39,4","42%","50%",714
"TOP 09","30/30","4",5,"18","45,3","43%","60%",721
"KRÁLOVOPOLŠTÍ PATRIOTI","30/30","2",1,"15","43,8","27%","27%",739
"ANO 2011","30/30","0",0,"0","48,7","50%","47%",768
