"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ (KDU-ČSL)","47/47","0",24,"23","46,3","0%","81%",1
"VOLEBNÍ STRANA REPUBLIKA","32/47","0",2,"30","53","41%","19%",1002
"OBČANÉ PATRIOTI","47/47","0",15,"32","49,5","32%","62%",1022
"PLZEŇ PRO SPORT","47/47","0",0,"0","36,1","36%","32%",1033
"SPOLEČNĚ ZA PLZEŇ-KOALICE PLZEŇSKÉ ALIANCE, PIRÁTI, ZMĚNA, STAN A SZ","47/47","0",8,"39","40,2","32%","64%",1084
"PRAVÁ VOLBA PRO PLZEŇ (PVP)","47/47","0",33,"14","51,7","28%","85%",111
"KOMUNISTICKÁ STRANA ČECH A MORAVY","47/47","5",0,"31","55,1","28%","28%",47
"DEMOKRATICKÁ STRANA ZELENÝCH A NEZÁVISLÍ KANDIDÁTI-SDRUŽENÍ DSZ A NK","13/47","0",0,"0","39,7","38%","8%",482
"OBČANSKÁ DEMOKRATICKÁ STRANA","47/47","14",0,"34","43,2","23%","53%",53
"ZMĚNA PRO PLZEŇ","47/47","0",1,"46","45,4","47%","45%",557
"VEŘEJNÉ ZÁJMY PLZNĚ S PODPOROU INICIATIVY ZA LEVNĚJŠÍ MHD, SPOLKU P-FANS A ÚSVIT","47/47","0",2,"45","49,3","43%","38%",565
"DSSS - ZA PLZEŇ BEZ HAZARDU A NEPŘÍZPŮSOBIVÝCH","30/47","0",4,"26","36,6","7%","7%",600
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","47/47","14",0,"29","46,6","21%","64%",7
"STRANA SVOBODNÝCH OBČANŮ","47/47","0",2,"45","32,7","11%","66%",714
"TOP 09","47/47","7",0,"28","38,3","23%","79%",721
"STRANA PRÁV OBČANŮ","18/47","0",5,"13","52,2","17%","39%",724
"ANO 2011","47/47","0",1,"46","43,7","15%","74%",768
