"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","21/21","0",0,"6","43,7","29%","38%",1
"HNUTÍ NEZÁVISLÝCH ZA HARMONICKÝ ROZVOJ OBCÍ A MĚST","21/21","0",0,"12","51,3","52%","0%",112
"VOLBA PRO MĚSTO","21/21","2",2,"3","50,5","62%","48%",113
"UNIE PRO SPORT A ZDRAVÍ","21/21","4",2,"5","41,2","10%","33%",119
"SNK EVROPŠTÍ DEMOKRATÉ","21/21","5",0,"2","47,6","24%","24%",129
"STAROSTOVÉ A NEZÁVISLÍ","21/21","0",6,"15","44,2","38%","48%",166
"KOMUNISTICKÁ STRANA ČECH A MORAVY","21/21","5",0,"9","59,3","19%","38%",47
"SDRUŽENÍ ŽATEC 2014","21/21","0",0,"0","49","38%","10%",483
"OBČANSKÁ DEMOKRATICKÁ STRANA","21/21","3",0,"8","48,7","10%","33%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","21/21","5",1,"15","43,1","33%","38%",7
"STRANA SVOBODNÝCH OBČANŮ","21/21","0",5,"16","36,8","14%","48%",714
"ČESKÁ PIRÁTSKÁ STRANA","21/21","0",2,"19","28,9","24%","24%",720
"TOP 09","21/21","2",4,"14","37,7","24%","52%",721
"NEZÁVISLÍ","21/21","0",12,"9","51,2","62%","52%",88
