"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JAN VÁVRA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","54","0%","0%",801
"LUDVÍK REINDL, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","50","0%","0%",802
"PETR KUČERA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","29","0%","0%",803
"ZDENĚK REZEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","38","0%","0%",804
"MARIE BARTÁČKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","28","100%","0%",805
"ALEŠ VÁVRA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","29","0%","0%",806
"JAN SAMEC, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","42","0%","0%",807
"LUDĚK BARTÁČEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","26","0%","0%",808
"MUDR. PETR PRAŽÁK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","47","0%","100%",809
"RENATA DOLEŽALOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","39","100%","0%",810
"PAVEL SOBOTKA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","41","0%","0%",811
"PETR KRENÍK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","39","0%","0%",812
"ŽENY PRO NEDABYLI","6/7","0",2,"4","35,3","100%","0%",901
