"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","21/21","2",1,"10","43,8","24%","33%",1
"OTEVŘENÁ RADNICE","21/21","0",16,"5","42,5","33%","33%",1024
"SNK EVROPŠTÍ DEMOKRATÉ","21/21","3",2,"5","52,3","19%","43%",129
"STAROSTOVÉ A NEZÁVISLÍ","21/21","0",2,"19","42,8","48%","19%",166
"KOMUNISTICKÁ STRANA ČECH A MORAVY","21/21","3",0,"5","62,9","24%","0%",47
"NEZÁVISLÍ A TOP 09","21/21","0",4,"17","43,9","33%","0%",480
"STRANA ZELENÝCH","21/21","0",0,"0","48,7","43%","14%",5
"OBČANSKÁ DEMOKRATICKÁ STRANA","21/21","2",1,"13","39,3","19%","5%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","21/21","3",0,"10","50,2","29%","33%",7
"""JIHOČEŠI 2012""","21/21","0",9,"12","39,3","24%","10%",766
"ANO 2011","21/21","0",1,"20","41","24%","19%",768
"NEZÁVISLÍ","21/21","1",0,"12","42,8","29%","48%",88
