"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","25/25","8",5,"10","54,5","40%","40%",1
"SPOLEČNĚ PRO TŘEBOŇ","25/25","0",15,"10","41,3","32%","36%",1057
"KOMUNISTICKÁ STRANA ČECH A MORAVY","25/25","1",1,"11","58,8","16%","8%",47
"OBČANSKÁ DEMOKRATICKÁ STRANA","25/25","7",0,"10","49,8","24%","40%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","25/25","4",0,"6","54,4","16%","48%",7
"OBČANÉ.CZ","25/25","3",2,"16","49,8","24%","20%",718
"TOP 09","25/25","1",2,"13","42,9","8%","28%",721
"ANO 2011","25/25","0",4,"21","44,4","12%","52%",768
"PRO SPORT A ZDRAVÍ","25/25","0",5,"20","47,3","28%","52%",785
"NEZÁVISLÍ","25/25","0",1,"9","55,9","8%","48%",88
