"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","15/15","1",1,"2","53,4","47%","27%",1
"VOLBA PRO MĚSTO","15/15","0",0,"0","45,9","33%","7%",113
"SNK EVROPŠTÍ DEMOKRATÉ","15/15","3",1,"2","45","20%","33%",129
"NESTRANÍCI","15/15","2",0,"6","43,9","0%","27%",181
"KOMUNISTICKÁ STRANA ČECH A MORAVY","15/15","1",1,"3","62,7","47%","7%",47
"PATRIOTI PRO JAVORNÍK","15/15","0",0,"0","45,8","7%","0%",509
"OBČANSKÁ DEMOKRATICKÁ STRANA","15/15","3",1,"7","44,5","13%","7%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","15/15","2",0,"11","42,7","60%","27%",7
"ANO 2011","15/15","0",4,"11","48,7","47%","27%",768
"OBČANÉ PRO MĚSTO","15/15","1",1,"2","46,9","53%","80%",901
"RYBÁŘI JAVORNÍK","15/15","0",3,"12","46,9","0%","13%",902
"PRO OBČANY JAVORNICKA","15/15","0",1,"14","52,9","33%","13%",903
"OBČANSKÉ SDRUŽENÍ BAJA - ŽENY JAVORNÍKU","15/15","0",9,"6","48,5","100%","13%",904
