"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","27/27","4",0,"10","45,3","30%","59%",1
"KOMUNISTICKÁ STRANA ČECH A MORAVY","27/27","3",0,"14","54,1","48%","19%",47
"ŽĎÁR - ŽIVÉ MĚSTO","27/27","0",4,"23","33,9","30%","74%",470
"SDRUŽENÍ POLITICKÉ STRANY REPUBLIKA A NEZÁVISLÝCH KANDIDÁTŮ","27/27","0",0,"0","34,4","37%","30%",508
"OBČANSKÁ DEMOKRATICKÁ STRANA","27/27","5",1,"15","45","15%","52%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","27/27","9",0,"10","48,9","26%","70%",7
"STRANA SVOBODNÝCH OBČANŮ","1/27","0",0,"0","55","0%","0%",714
"TOP 09","27/27","5",1,"11","38,9","26%","48%",721
"STRANA PRÁV OBČANŮ","27/27","0",14,"13","49","22%","11%",724
"ANO 2011","27/27","0",1,"26","43,4","33%","56%",768
"VOLTE PRAVÝ BLOK-STRANU ZA ODVOLAT.POLIT.,NÍZKÉ DANĚ,VYROVN.ROZP.,MIN.BYROKR.,SPRAV.JUST.,PŘÍMOU DEMOKR. WWW.CIBULKA.NET","1/27","0",0,"0","59","0%","0%",98
