"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","35/35","0",19,"16","47,6","60%","37%",1
"DĚLNICKÁ STRANA SOCIÁLNÍ SPRAVEDLNOSTI","35/35","0",0,"22","48,2","14%","14%",156
"KOMUNISTICKÁ STRANA ČECH A MORAVY","35/35","6",0,"25","47","43%","17%",47
"OBČANSKÁ DEMOKRATICKÁ STRANA","35/35","8",0,"13","48,8","31%","37%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","35/35","13",0,"24","46,2","46%","20%",7
"TOP 09","35/35","4",1,"22","43,8","43%","57%",721
"OSTRAVAK","35/35","0",2,"33","42,5","40%","43%",755
"ANO 2011","35/35","0",1,"34","41,7","43%","17%",768
"ÚSVIT PŘÍMÉ DEMOKRACIE","35/35","0",4,"31","40,5","40%","3%",792
"ROMSKÁ DEMOKRATICKÁ STRANA","35/35","0",0,"0","44,6","43%","0%",794
"NEZÁVISLÍ","35/35","0",15,"20","46,6","40%","9%",88
