"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KDU-ČSL V TÁBOŘE","27/27","0",10,"17","54,3","48%","48%",1
"TÁBOR 2020","27/27","6",0,"9","42,8","22%","78%",136
"KOMUNISTICKÁ STRANA ČECH A MORAVY","27/27","4",0,"12","53","30%","4%",47
"JINAK! - SDRUŽENÍ ZELENÝCH, PIRÁTŮ A NEZÁVISLÝCH","27/27","0",16,"11","41,1","44%","63%",529
"OBČANSKÁ DEMOKRATICKÁ STRANA","27/27","6",0,"15","52,1","22%","41%",53
"DĚLNICKÁ STRANA SOCIÁLNÍ SPRAVEDLNOSTI - ZA FOTBALOVÝ STADION A 1. LIGU","1/27","0",1,"0","53","0%","100%",600
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","27/27","6",1,"14","54,2","30%","33%",7
"STRANA SVOBODNÝCH OBČANŮ","27/27","0",2,"25","38,4","44%","30%",714
"TOP 09","27/27","3",0,"11","44,1","41%","59%",721
"ANO 2011","27/27","0",4,"23","45,7","37%","41%",768
