"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","15/15","2",0,"2","42,6","33%","47%",1
"KOMUNISTICKÁ STRANA ČECH A MORAVY","15/15","1",1,"5","66,3","40%","7%",47
"OBČANSKÁ DEMOKRATICKÁ STRANA","11/15","2",0,"5","35","36%","64%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","15/15","3",0,"4","55,1","60%","20%",7
"TOP 09","15/15","0",5,"10","47,1","40%","40%",721
"ANO 2011","15/15","0",5,"10","38,4","33%","60%",768
"MORAVANY DĚTEM","15/15","1",1,"7","39,9","73%","67%",901
"STRANA SPORTU A KULTURY PRO DĚTI A MLÁDEŽ V MORAVANECH","15/15","0",1,"14","33,5","20%","27%",902
"REFERENDUM MORAVANY","15/15","2",2,"8","41,5","27%","67%",903
"ZA STAROUSEDLÍKY","15/15","0",6,"9","53,9","7%","0%",904
