"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","45/45","0",0,"14","47,5","33%","64%",1
"TORYOVÉ","45/45","0",1,"44","45,5","44%","33%",1011
"VIZE NÁRODNÍCH SOCIALISTŮ","7/45","0",2,"5","50,7","14%","29%",1078
"SPOLEČNĚ PRO ČESKÉ BUDĚJOVICE","45/45","0",20,"25","45,8","36%","60%",1079
"POLITICKÉ HNUTÍ JIHOČEŠI 2012 A PRO SPORT A ZDRAVÍ","45/45","0",14,"31","48,4","20%","29%",1088
"ČESKÉ BUDĚJOVICE JISTOTA DOMOVA","45/45","0",7,"38","50","64%","9%",155
"DĚLNICKÁ STRANA SOCIÁLNÍ SPRAVEDLNOSTI","3/45","0",0,"2","42,7","0%","0%",156
"ŽENY 2014","45/45","0",9,"36","47,5","100%","40%",449
"KOMUNISTICKÁ STRANA ČECH A MORAVY","45/45","6",0,"24","58,8","29%","24%",47
"OBČANÉ PRO BUDĚJOVICE","45/45","15",0,"16","42,8","29%","73%",496
"OBČANSKÁ DEMOKRATICKÁ STRANA","45/45","8",0,"22","45,4","16%","60%",53
"ÚSVIT PRO BUDĚJOVICE","45/45","0",3,"42","45,2","40%","27%",554
"DOMA V BUDĚJCÍCH","45/45","0",3,"42","45,4","44%","33%",555
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","45/45","10",0,"19","49,9","29%","53%",7
"STRANA SVOBODNÝCH OBČANŮ","45/45","0",6,"39","37,9","20%","58%",714
"TOP 09","45/45","6",1,"25","39","18%","62%",721
"ANO 2011","45/45","0",3,"42","49,2","29%","53%",768
