"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"STRANA PRO OTEVŘENOU SPOLEČNOST","39/39","0",3,"36","47,6","100%","10%",103
"KDU-ČSL A NEZÁVISLÍ","39/39","0",6,"33","49,8","23%","49%",355
"KOMUNISTICKÁ STRANA ČECH A MORAVY","39/39","3",0,"22","56","33%","21%",47
"ZMĚNA PRO LIBEREC","39/39","9",5,"14","47,6","44%","85%",521
"OBČANSKÁ DEMOKRATICKÁ STRANA","39/39","8",0,"25","41,1","31%","59%",53
"NOVÝ SMĚR - SPOLEČNÁ KANDIDÁTKA ZÁSTUPCŮ SPOLKŮ, DRUŽSTEV, SPOLEČENSTVÍ VLASTNÍKŮ A NEZÁVISLÝCH KANDIDÁTŮ","39/39","0",6,"33","42,8","23%","18%",530
"LIBEREC JEŠTĚ ŽIJE","39/39","0",3,"36","32,7","31%","10%",531
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","39/39","7",0,"24","42,2","26%","36%",7
"STAROSTOVÉ PRO LIBERECKÝ KRAJ","39/39","0",19,"20","48,7","33%","72%",703
"STRANA SVOBODNÝCH OBČANŮ","39/39","0",1,"38","40,4","33%","28%",714
"TOP 09","39/39","0",0,"27","41,9","26%","62%",721
"STRANA PRÁV OBČANŮ","38/39","0",8,"30","53,8","26%","13%",724
"ANO 2011","39/39","0",1,"38","46,5","31%","46%",768
"PRO SPORT A ZDRAVÍ","39/39","0",15,"24","50,3","23%","51%",785
"ÚSVIT PŘÍMÉ DEMOKRACIE","39/39","0",5,"34","45,6","31%","13%",792
