"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"FAIR PLAY - HNPD","21/21","0",11,"10","41,6","10%","14%",167
"SNK EVROPŠTÍ DEMOKRATÉ - NOVÝ NOVÝ BOR","21/21","0",13,"8","49,9","43%","52%",449
"KOMUNISTICKÁ STRANA ČECH A MORAVY","21/21","1",0,"14","54,6","38%","10%",47
"STRANA ZELENÝCH","6/21","0",0,"2","43,5","33%","50%",5
"OBČANSKÁ DEMOKRATICKÁ STRANA","21/21","3",2,"15","45,2","43%","10%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","21/21","4",0,"8","55,6","33%","10%",7
"STAROSTOVÉ PRO LIBERECKÝ KRAJ","21/21","0",13,"8","48,6","38%","67%",703
"STRANA SOUKROMNÍKŮ ČESKÉ REPUBLIKY","21/21","0",2,"19","50,9","33%","0%",716
"STRANA ROVNÝCH PŘÍLEŽITOSTÍ","3/21","0",3,"0","39,7","33%","0%",767
"ANO 2011","21/21","0",4,"17","52,4","14%","38%",768
