"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"STRANA ZDRAVÍ SPORTU PROSPERITY","15/15","2",4,"2","50,8","33%","27%",142
"""SDRUŽENÍ NESTRANÍKŮ""","15/15","1",7,"7","40,5","60%","27%",158
"STAROSTOVÉ A NEZÁVISLÍ","15/15","0",8,"7","51,7","60%","7%",166
"SDRUŽENÍ PRO KOŠTOV","15/15","0",2,"13","41,1","40%","7%",427
"SPOLEČNĚ PRO TRMICE (NEZÁVISLÁ VOLBA)","15/15","0",3,"12","49,1","20%","13%",461
"KOMUNISTICKÁ STRANA ČECH A MORAVY","15/15","1",1,"6","62","13%","7%",47
"NAŠE TRMICE","15/15","0",3,"12","50,1","20%","13%",525
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","15/15","2",1,"11","40,5","73%","20%",7
"PRO TRMICE","15/15","0",1,"14","43,5","40%","7%",901
"TRMIČÁCI PRO TRMICE","15/15","0",6,"9","46,7","13%","0%",902
