"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","29/29","2",1,"9","46,2","28%","52%",1
"OTEVŘENÁ RADNICE","29/29","0",15,"14","46,6","24%","48%",1024
"SNK EVROPŠTÍ DEMOKRATÉ","29/29","2",4,"22","45,4","24%","59%",129
"VĚCI VEŘEJNÉ","29/29","0",0,"28","43,8","24%","3%",144
"KOMUNISTICKÁ STRANA ČECH A MORAVY","29/29","4",0,"13","57","52%","10%",47
"STRANA ZELENÝCH","29/29","2",0,"15","43,7","34%","62%",5
"OBČANSKÁ DEMOKRATICKÁ STRANA","29/29","9",0,"14","47,3","21%","59%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","29/29","8",2,"15","48","31%","52%",7
"STRANA SVOBODNÝCH OBČANŮ","29/29","0",0,"15","42,4","31%","17%",714
"TOP 09","26/29","2",0,"23","41,9","46%","58%",721
"ANO 2011","29/29","0",0,"0","41,1","28%","45%",768
"NEZÁVISLÍ","29/29","0",7,"22","43,7","45%","31%",88
