"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"DOMOV","35/35","0",0,"0","43,4","31%","3%",155
"DĚLNICKÁ STRANA SOCIÁLNÍ SPRAVEDLNOSTI","25/35","0",0,"0","43,8","36%","0%",156
"VOLBA PRO MĚSTO - NEZÁVISLÍ KANDIDÁTI","35/35","0",1,"18","54,4","57%","29%",411
"KOMUNISTICKÁ STRANA ČECH A MORAVY","35/35","0",1,"12","60,7","37%","37%",47
"KOMUNISTICKÁ STRANA ČECH A MORAVY","35/35","1",1,"12","60,7","37%","37%",47
"OBČANSKÁ DEMOKRATICKÁ STRANA","35/35","3",0,"27","38,7","31%","51%",53
"OBČANSKÁ DEMOKRATICKÁ STRANA","35/35","2",0,"27","38,7","31%","51%",53
"DEMOKRATÉ JANA KASLA","35/35","0",10,"25","41,9","20%","34%",561
"ŽIŽKOV (NEJEN) SOBĚ - KOALICE STRANY ZELENÝCH, KDU-ČSL, STAN A NEZÁVISLÝCH KANDIDÁTŮ","35/35","0",16,"19","44,7","46%","80%",569
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","35/35","1",0,"21","51,9","34%","40%",7
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","35/35","2",0,"21","51,9","34%","40%",7
"STRANA SVOBODNÝCH OBČANŮ","35/35","0",0,"32","40,5","29%","54%",714
"TOP 09","35/35","2",1,"16","44","26%","71%",721
"TOP 09","35/35","3",1,"16","44","26%","71%",721
"PRO PRAHU","35/35","0",1,"34","42,5","31%","29%",791
"ROMSKÁ DEMOKRATICKÁ STRANA","1/35","0",0,"0","25","100%","0%",794
