"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"OTEVŘENÁ RADNICE","10/45","0",1,"9","53,3","40%","0%",1024
"DOMOV","45/45","0",2,"43","43,6","40%","13%",155
"STAROSTOVÉ A NEZÁVISLÍ","45/45","0",0,"0","48,9","29%","62%",166
"KDU-ČSL A NEZÁVISLÍ","45/45","0",28,"17","49","33%","69%",355
"KOMUNISTICKÁ STRANA ČECH A MORAVY","45/45","3",0,"22","71,5","31%","40%",47
"STRANA ZELENÝCH","45/45","4",0,"25","41,2","40%","80%",5
"OBČANSKÁ DEMOKRATICKÁ STRANA","45/45","21",0,"27","46,4","27%","58%",53
"ÚSVIT PRO PRAHU 6-PRAHA 6 PRO OBČANY, NE PRO KORPORACE","43/45","0",0,"0","26,8","44%","12%",554
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","45/45","8",0,"20","50,5","16%","73%",7
"STRANA SVOBODNÝCH OBČANŮ","44/45","0",0,"0","33,8","23%","45%",714
"STRANA SOUKROMNÍKŮ ČESKÉ REPUBLIKY","5/45","0",0,"0","59","0%","0%",716
"ČESKÁ PIRÁTSKÁ STRANA","45/45","0",4,"41","35,6","31%","24%",720
"TOP 09","45/45","9",0,"37","39,7","38%","62%",721
"ANO 2011","45/45","0",1,"44","50,2","27%","62%",768
"PATRIOTI","45/45","0",2,"43","47,9","51%","33%",776
"PRO PRAHU","45/45","0",5,"40","44,7","47%","56%",791
