"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","21/21","2",1,"9","48,4","38%","43%",1
"OBČANÉ SPOLU - NEZÁVISLÍ","4/21","0",0,"0","49,2","25%","0%",1046
"KOMUNISTICKÁ STRANA ČECH A MORAVY","21/21","3",0,"6","57,3","29%","14%",47
"OBČANSKÁ DEMOKRATICKÁ STRANA","21/21","4",0,"9","53,7","19%","43%",53
"NEZÁVISLÝ SMĚR S PODPOROU PIRÁTŮ","21/21","0",5,"16","40,9","43%","33%",541
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","21/21","6",0,"10","47,5","19%","48%",7
"ANO 2011","21/21","0",4,"17","41,8","33%","29%",768
"PRO FRÝDLANT","21/21","0",7,"14","47,7","33%","57%",901
"NEZÁVISLÍ","21/21","3",1,"14","44,4","57%","38%",902
"SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ FRÝDLANTU, NOVÉ VSI A LUBNA","21/21","0",11,"10","43,3","10%","38%",903
