"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","25/25","4",0,"13","47,4","32%","60%",1
"VOLBA PRO MĚSTO","25/25","0",2,"23","53,2","36%","68%",113
"KOMUNISTICKÁ STRANA ČECH A MORAVY","25/25","3",0,"16","58,2","40%","12%",47
"PROVALMEZ","25/25","0",6,"19","40,8","48%","56%",470
"NOVÝ IMPULS PRO VALAŠSKÉ MEZIŘÍČÍ","25/25","0",3,"22","40,4","32%","40%",478
"OBČANSKÁ DEMOKRATICKÁ STRANA","25/25","6",0,"13","51,5","12%","64%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","25/25","5",0,"13","53","24%","52%",7
"STRANA SVOBODNÝCH OBČANŮ","25/25","0",0,"0","37,6","32%","16%",714
"TOP 09","25/25","3",0,"13","42,7","36%","48%",721
"ANO 2011","25/25","0",3,"22","45,5","28%","64%",768
"ÚSVIT PŘÍMÉ DEMOKRACIE","18/25","0",0,"0","47,5","44%","17%",792
"NEZÁVISLÍ","25/25","2",0,"9","54,4","40%","36%",88
