"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","23/23","0",0,"13","50,7","35%","48%",1
"DOMOV","22/23","0",1,"21","40,3","36%","18%",155
"KOMUNISTICKÁ STRANA ČECH A MORAVY","23/23","1",1,"11","55","39%","43%",47
"SPOLEK NEZÁVISLÝCH OBČANŮ PRAHY 17-ŘEPY","23/23","0",10,"13","51,8","61%","35%",517
"OBČANSKÁ DEMOKRATICKÁ STRANA","23/23","6",2,"7","45,2","22%","57%",53
"NÁŠ DOMOV ŘEPY","23/23","0",0,"0","36,4","48%","13%",554
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","23/23","3",1,"10","48,2","22%","74%",7
"STRANA SVOBODNÝCH OBČANŮ","23/23","0",0,"0","37,9","22%","43%",714
"TOP 09","23/23","5",0,"20","45,8","35%","17%",721
"PRO PRAHU","23/23","0",6,"17","42,8","48%","48%",791
"NEZÁVISLÍ","23/23","0",7,"16","51,7","17%","26%",88
