"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"DĚLNICKÁ STRANA SOCIÁLNÍ SPRAVEDLNOSTI - ZA BEZPEČNÝ LOKET!","1/15","0",0,"0","28","0%","0%",1072
"KONZERVATIVNÍ STRANA","15/15","2",0,"9","50,2","13%","7%",24
"NEZÁVISLÍ","15/15","1",0,"2","52,5","27%","0%",470
"STRANA ZELENÝCH","15/15","1",0,"8","45,9","27%","7%",5
"OBČANSKÁ DEMOKRATICKÁ STRANA","15/15","4",0,"8","45,8","13%","7%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","15/15","2",1,"11","59,7","40%","20%",7
"TOP 09","15/15","3",1,"5","48,2","20%","47%",721
"ANO 2011","15/15","0",0,"0","44,8","33%","7%",768
"DOMORODCI","15/15","0",2,"13","39,1","40%","27%",901
"LOPATA, LOKETŠTÍ PATRIOTI A TATÍNKOVÉ","15/15","0",8,"7","38,1","47%","47%",902
