"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"SNK EVROPŠTÍ DEMOKRATÉ","9/9","2",1,"6","44,6","22%","0%",129
"KOMUNISTICKÁ STRANA ČECH A MORAVY","9/9","1",0,"4","48,7","22%","11%",47
"NEZÁVISLÍ Č.1","9/9","3",0,"6","41,4","44%","56%",901
"NEZÁVISLÍ Č.2","9/9","2",2,"7","39,2","56%","44%",902
"NEZÁVISLÍ Č.3","9/9","0",1,"8","46,6","44%","22%",903
"HASIČI","9/9","0",6,"3","40,8","22%","0%",904
"NEZÁVISLÍ PRO OBEC I.","9/9","0",5,"4","43,2","78%","11%",905
"NEZÁVISLÍ PRO OBEC II.","9/9","0",1,"8","44,2","22%","22%",906
"NEZÁVISLÍ PRO OBEC III.","9/9","0",5,"4","48,1","44%","0%",907
"NEZÁVISLÍ BÍLENEC Č.2","9/9","0",2,"7","46,8","11%","0%",908
"NEZÁVISLÍ BÍLENEC Č.1","9/9","0",0,"0","55,1","56%","11%",909
