"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JIŘÍ NOVÁK","1/7","0",0,"0","29","0%","0%",801
"ING. PETR ČERMÁK","1/7","0",0,"0","58","0%","100%",802
"PAVEL TŮMA","1/7","0",0,"0","49","0%","0%",803
"MGR. ROMAN VALA","1/7","0",1,"0","37","0%","100%",804
"ING. JAN PAVLÍČEK","1/7","0",1,"0","34","0%","100%",805
"ROMAN HANZAL","1/7","0",1,"0","43","0%","0%",806
"MUDR. RICHARD KRUŽÍK","1/7","0",1,"0","59","0%","100%",807
"MILAN HEKRLA","1/7","0",1,"0","43","0%","0%",808
"ING. JIŘÍ ŘÍDKÝ","1/7","0",1,"0","57","0%","100%",809
"VLADIMÍR CHROMÝ","1/7","0",1,"0","70","0%","0%",810
"ING. VÁCLAV DOLEŽAL","1/7","0",1,"0","56","0%","100%",811
