"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","45/45","0",21,"24","53,2","38%","51%",1
"TORYOVÉ","45/45","0",4,"41","43","60%","13%",1011
"OSTRAVSKÉ FÓRUM","45/45","0",1,"44","44","38%","49%",1027
"JSME OSTRAVA - KOALICE STRANY ZELENÝCH A PIRÁTŮ","45/45","0",5,"40","40,6","40%","51%",1066
"DĚLNICKÁ STRANA SOCIÁLNÍ SPRAVEDLNOSTI","45/45","0",0,"33","35,5","20%","2%",156
"KOMUNISTICKÁ STRANA ČECH A MORAVY","45/45","8",0,"25","56,6","36%","31%",47
"OBČANSKÁ DEMOKRATICKÁ STRANA","45/45","11",0,"29","43,9","27%","49%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","45/45","21",0,"25","44,8","31%","60%",7
"STRANA SVOBODNÝCH OBČANŮ","6/45","0",0,"0","44,2","33%","50%",714
"TOP 09","45/45","5",0,"36","36,7","42%","27%",721
"OSTRAVAK","45/45","0",1,"44","39,1","40%","49%",755
"ANO 2011","45/45","0",1,"44","41,6","38%","44%",768
"ÚSVIT PŘÍMÉ DEMOKRACIE","45/45","0",2,"43","50,7","36%","24%",792
"NEZÁVISLÍ","45/45","0",5,"40","41","44%","31%",88
