"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","43/43","3",1,"16","43,3","33%","67%",1
"FRÝDEČANÉ A MÍSTEČANÉ","42/43","0",19,"23","51,1","43%","67%",1029
"OBČANÉ SPOLU - NEZÁVISLÍ","43/43","0",7,"36","43,5","28%","33%",1046
"KOMUNISTICKÁ STRANA ČECH A MORAVY","43/43","5",0,"18","52,9","35%","35%",47
"OBČANSKÁ DEMOKRATICKÁ STRANA","43/43","8",1,"28","44,8","47%","42%",53
"KORUNA ČESKÁ (MONARCHISTICKÁ STRANA ČECH, MORAVY A SLEZSKA)","5/43","0",0,"0","50,4","80%","80%",55
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","43/43","18",0,"15","42,1","30%","60%",7
"TOP 09","43/43","4",3,"26","37,3","21%","49%",721
"ANO 2011","43/43","0",5,"38","43,1","37%","56%",768
"NAŠE MĚSTO F-M","43/43","0",9,"34","42,3","28%","44%",799
"NEZÁVISLÍ","43/43","2",0,"37","46,7","49%","30%",88
