"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","27/27","3",0,"12","50,9","37%","74%",1
"PERSPEKTIVA PRO BŘECLAV","27/27","2",5,"17","44,6","52%","30%",411
"PRO REGION - SDRUŽENÍ POLITICKÉ STRANY SNK EVROPŠTÍ DEMOKRATÉ A NEZÁVISLÝCH KANDIDÁTŮ","27/27","0",18,"9","48,7","33%","44%",449
"KOMUNISTICKÁ STRANA ČECH A MORAVY","27/27","3",0,"11","59,4","22%","30%",47
"MLADÍ A NEKLIDNÍ BŘECLAV","27/27","0",0,"0","26,9","26%","52%",470
"TOP 09 A NEZÁVISLÍ KANDIDÁTI","27/27","0",3,"24","45,3","30%","56%",480
"OBČANSKÁ DEMOKRATICKÁ STRANA","27/27","4",1,"10","43,4","33%","56%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","27/27","6",0,"21","47,6","22%","19%",7
"STRANA SVOBODNÝCH OBČANŮ","27/27","0",1,"26","39,9","11%","33%",714
"STRANA SOUKROMNÍKŮ ČESKÉ REPUBLIKY","27/27","0",4,"23","41,1","30%","19%",716
"ANO 2011","27/27","0",7,"20","41,9","22%","67%",768
