"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ (KDU-ČSL)","33/33","0",1,"15","45,7","27%","58%",1
"REPUBLIKA","12/33","0",1,"11","51,9","42%","8%",1002
"OBČANÉ PATRIOTI","33/33","0",2,"31","49","36%","64%",1022
"PLZEŇ PRO SPORT","33/33","0",0,"0","36,5","36%","12%",1033
"JIŘÍ STROBACH - NÁŠ STAROSTA (JSNS)","33/33","0",4,"29","42,4","48%","33%",1040
"SPOLEČNĚ ZA PLZEŇ-KOALICE PLZEŇSKÉ ALIANCE, PIRÁTI, ZMĚNA, STAN A SZ","33/33","0",7,"26","45,1","33%","55%",1084
"PRAVÁ VOLBA PRO PLZEŇ (PVP)","33/33","0",23,"10","53,8","24%","61%",111
"KOMUNISTICKÁ STRANA ČECH A MORAVY","33/33","4",0,"17","59,6","39%","15%",47
"OBČANSKÁ DEMOKRATICKÁ STRANA","33/33","10",0,"25","40","24%","42%",53
"ZMĚNA PRO PLZEŇ","23/33","0",1,"22","40,8","52%","48%",557
"VEŘEJNÉ ZÁJMY PLZNĚ S PODPOROU INICIATIVY ZA LEVNĚJŠÍ MHD, SPOLKU P-FANS A ÚSVIT","33/33","0",0,"0","45,5","64%","30%",565
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","33/33","10",0,"17","41,2","30%","52%",7
"STRANA SVOBODNÝCH OBČANŮ","33/33","0",2,"31","36,6","24%","36%",714
"TOP 09","33/33","6",0,"21","37,6","27%","61%",721
"POLITICKÉ HNUTÍ ANO 2011","33/33","0",0,"0","41,8","21%","61%",768
