"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","45/45","0",0,"27","48,7","47%","51%",1
"OSTRAVSKÉ FÓRUM","45/45","0",1,"44","41,4","36%","42%",1027
"JSME OSTRAVA - KOALICE STRANY ZELENÝCH A PIRÁTŮ","45/45","0",13,"32","42","51%","40%",1066
"DĚLNICKÁ STRANA SOCIÁLNÍ SPRAVEDLNOSTI","45/45","0",0,"30","40,9","24%","4%",156
"FAIR PLAY - HNPD","4/45","0",0,"0","49,5","50%","25%",167
"KOMUNISTICKÁ STRANA ČECH A MORAVY","45/45","8",0,"17","54,8","31%","20%",47
"OBČANSKÁ DEMOKRATICKÁ STRANA","45/45","10",0,"22","45","33%","60%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","45/45","23",0,"31","41,2","42%","33%",7
"STRANA SVOBODNÝCH OBČANŮ","42/45","0",2,"40","39","17%","26%",714
"TOP 09","45/45","4",0,"36","41,6","33%","56%",721
"OSTRAVAK","45/45","0",1,"44","43,6","36%","33%",755
"LEV 21 - NÁRODNÍ SOCIALISTÉ","45/45","0",1,"44","40,8","47%","0%",764
"ANO 2011","45/45","0",2,"43","40","31%","29%",768
"ÚSVIT PŘÍMÉ DEMOKRACIE","45/45","0",0,"0","50,3","44%","20%",792
"NEZÁVISLÍ","45/45","0",9,"36","43,3","58%","24%",88
