"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"OSTRAVSKÉ FÓRUM","35/35","0",2,"33","42,7","51%","54%",1027
"JSME OSTRAVA - KOALICE STRANY ZELENÝCH A PIRÁTŮ","35/35","0",9,"26","41,3","17%","43%",1066
"ZMĚNA PRO OSTRAVU","25/35","0",0,"0","49,6","68%","24%",1081
"DĚLNICKÁ STRANA SOCIÁLNÍ SPRAVEDLNOSTI","35/35","0",0,"24","47,1","34%","14%",156
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ A NEZÁVISLÍ KANDIDÁTI","35/35","0",23,"12","54,3","54%","40%",355
"KOMUNISTICKÁ STRANA ČECH A MORAVY","35/35","5",0,"16","48,5","31%","26%",47
"OBČANSKÁ DEMOKRATICKÁ STRANA","35/35","8",0,"17","50,9","29%","74%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","35/35","9",0,"28","42,5","37%","43%",7
"STRANA SVOBODNÝCH OBČANŮ","10/35","0",0,"0","42,6","50%","20%",714
"TOP 09","35/35","3",0,"27","41,9","43%","60%",721
"OSTRAVAK","35/35","10",2,"16","45,2","34%","49%",755
"ANO 2011","35/35","0",2,"33","42,7","49%","23%",768
"ÚSVIT PŘÍMÉ DEMOKRACIE","30/35","0",0,"0","44,8","43%","33%",792
"NEZÁVISLÍ","35/35","0",0,"0","44,7","51%","26%",88
