"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","17/17","2",0,"5","40,1","41%","29%",1
"SDRUŽENÍ OBČANSKÉ DEMOKRATICKÉ STRANY A NEZÁVISLÝCH KANDIDÁTŮ","17/17","0",8,"9","43,4","18%","47%",389
"KOMUNISTICKÁ STRANA ČECH A MORAVY","17/17","2",0,"5","56","18%","12%",47
"KUŘIMSKÁ OBČANSKÁ LIGA","17/17","0",16,"1","50,6","18%","65%",470
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","17/17","3",0,"11","44,9","41%","24%",7
"TOP 09","17/17","2",1,"10","41,6","41%","35%",721
"ANO 2011","17/17","0",2,"15","40,5","12%","35%",768
"PRO SPORT A ZDRAVÍ","17/17","0",2,"15","41,2","41%","29%",785
"SDRUŽENÍ PRO KUŘIM","17/17","0",3,"14","45,5","24%","53%",901
"*SPOLEČNĚ*","17/17","0",17,"0","51,1","47%","76%",902
