"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"DĚLNICKÁ STRANA SOCIÁLNÍ SPRAVEDLNOSTI - ZA BEZPEČNOST V NOVÉ ROLI!","9/15","0",0,"0","43,4","67%","0%",1072
"HNUTÍ NEZÁVISLÝCH ZA HARMONICKÝ ROZVOJ OBCÍ A MĚST","15/15","2",0,"3","48,9","33%","0%",112
"SPOJENÍ DEMOKRATÉ - SDRUŽENÍ NEZÁVISLÝCH","15/15","0",3,"12","39,9","27%","7%",143
"KOMUNISTICKÁ STRANA ČECH A MORAVY","15/15","1",1,"4","60,3","33%","0%",47
"VOLBA PRO NOVOU ROLI - ZA OBEC KRÁSNĚJŠÍ","15/15","0",8,"7","49","60%","13%",470
"OBČANSKÁ DEMOKRATICKÁ STRANA","15/15","2",3,"8","47,4","47%","27%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","15/15","1",0,"9","55,7","60%","0%",7
"TOP 09","15/15","2",0,"7","48,7","40%","20%",721
"ANO 2011","15/15","0",1,"14","41,9","13%","0%",768
"SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ NOVÁ ROLE - MEZIROLÍ","15/15","2",1,"9","47,5","20%","13%",901
"SOS - SDRUŽENÍ OBČANSKÁ SPOLEČNOST NOVÁ ROLE","15/15","0",10,"5","47,7","33%","7%",902
