"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","15/15","3",1,"8","43,5","33%","53%",1
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","3/15","0",0,"0","45,7","33%","33%",7
"SLUŠOVJANÉ","15/15","0",12,"3","42,9","40%","33%",901
"SBOR DOBROVOLNÝCH HASIČŮ","15/15","1",0,"5","35,6","13%","0%",902
"SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ ZŠ SLUŠOVICE","15/15","1",1,"1","51,1","73%","0%",903
"SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ","15/15","1",9,"5","44,5","20%","13%",904
"SDRUŽENÍ PRO ROZVOJ A PODPORU SLUŠOVIC","15/15","0",10,"5","39,7","33%","0%",905
"SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - 2014","15/15","0",11,"4","46,1","13%","13%",906
"NEZÁVISLÉ SDRUŽENÍ, MYSLIVCŮ, VČELAŘŮ A OCHRÁNCŮ PŘÍRODY.","8/15","0",1,"7","55,8","0%","12%",907
"TRADICE-SOUČASNOST-BUDOUCNOST","15/15","0",8,"7","50,5","27%","20%",908
"SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ SLUŠOVJÁNEK","15/15","0",0,"0","36,1","67%","60%",909
