"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"DĚLNICKÁ STRANA SOCIÁLNÍ SPRAVEDLNOSTI - ZA BEZPEČNÝ OSTROV!","5/21","0",0,"0","23","0%","0%",1072
"STAROSTOVÉ A NEZÁVISLÍ","21/21","0",3,"18","45,9","48%","14%",166
"OSTROVÁCI.CZ - SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ A KŘESŤANSKÉ A DEMOKRATICKÉ UNIE - ČESKOSLOVENSKÉ STRANY LIDOVÉ","21/21","0",15,"6","50,6","33%","48%",355
"KOMUNISTICKÁ STRANA ČECH A MORAVY","21/21","3",0,"9","57,3","38%","33%",47
"OBČANSKÁ DEMOKRATICKÁ STRANA","21/21","5",0,"12","52,5","29%","43%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","21/21","6",0,"10","53","19%","33%",7
"STRANA SVOBODNÝCH OBČANŮ","21/21","0",3,"18","53,1","14%","43%",714
"ČESKÁ PIRÁTSKÁ STRANA","21/21","0",0,"0","31","29%","0%",720
"TOP 09","21/21","3",2,"11","42,4","10%","5%",721
"STRANA PRÁV OBČANŮ","21/21","0",2,"19","47,6","38%","14%",724
