"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","21/21","0",0,"10","48,9","19%","48%",1
"VIZE PRO ZMĚNU VE STRAKONICÍCH","17/21","0",15,"2","48,9","29%","53%",1078
"VOLBA PRO MĚSTO","21/21","2",5,"12","49,6","19%","52%",113
"KOMUNISTICKÁ STRANA ČECH A MORAVY","21/21","2",0,"11","62","24%","14%",47
"ZMĚNA PRO STRAKONICE","21/21","0",5,"16","37,9","29%","48%",510
"OBČANSKÁ DEMOKRATICKÁ STRANA","21/21","3",1,"10","46,5","29%","57%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","21/21","4",0,"10","49,8","33%","43%",7
"TOP 09","21/21","3",1,"8","49,5","43%","62%",721
"STRAKONICKÁ VEŘEJNOST","21/21","2",0,"13","42,6","19%","19%",742
"""JIHOČEŠI 2012""","21/21","0",19,"2","56,7","19%","67%",766
"ANO 2011","21/21","0",1,"20","44,1","14%","38%",768
