"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","27/27","1",0,"17","43,4","44%","37%",1
"TURNOVSKÁ KOALICE","27/27","4",9,"11","52,5","26%","30%",1096
"TURNOV POTŘEBUJE ZMĚNU","27/27","0",9,"18","46,9","56%","63%",364
"KOMUNISTICKÁ STRANA ČECH A MORAVY","21/27","1",0,"10","73,5","43%","5%",47
"OBČANSKÁ DEMOKRATICKÁ STRANA","27/27","6",0,"9","56,4","22%","41%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","27/27","4",0,"12","49,6","37%","4%",7
"STRANA SVOBODNÝCH OBČANŮ","27/27","0",1,"26","34,9","30%","33%",714
"ČESKÁ PIRÁTSKÁ STRANA","27/27","0",0,"0","33,5","56%","19%",720
"TOP 09","27/27","3",1,"18","43,6","22%","70%",721
"ANO 2011","27/27","0",2,"25","43,8","30%","52%",768
"NEZÁVISLÝ BLOK - SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ","27/27","7",1,"6","50,9","30%","52%",901
