"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","27/27","0",11,"16","43,8","33%","78%",1
"KONZERVATIVNÍ STRANA","6/27","0",0,"0","52","33%","50%",24
"""A CO BRNO?""","27/27","0",0,"0","38,5","22%","7%",463
"KOMUNISTICKÁ STRANA ČECH A MORAVY","27/27","0",15,"12","59","22%","26%",47
"BYSTRČÁCI","27/27","0",6,"21","46,2","44%","70%",470
"ZELENÁ PRO BYSTRC","27/27","3",3,"19","48","44%","52%",528
"OBČANSKÁ DEMOKRATICKÁ STRANA","27/27","5",0,"11","52,5","33%","37%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","27/27","8",0,"13","48,2","44%","44%",7
"STRANA SVOBODNÝCH OBČANŮ","24/27","0",0,"23","35,3","29%","50%",714
"TOP 09","27/27","5",0,"11","45,9","19%","33%",721
"ANO 2011","27/27","0",3,"24","50","26%","48%",768
