"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","21/21","0",1,"13","50,6","48%","29%",1
"VOLBA PRO MĚSTO","21/21","1",4,"7","45,6","48%","19%",113
"SNK EVROPŠTÍ DEMOKRATÉ","21/21","6",3,"11","52,3","19%","29%",129
"KOMUNISTICKÁ STRANA ČECH A MORAVY","21/21","2",0,"8","65","24%","24%",47
"STRANA ZELENÝCH","21/21","0",2,"11","47,2","14%","10%",5
"OBČANSKÁ DEMOKRATICKÁ STRANA","21/21","4",1,"13","42,3","24%","43%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","21/21","3",0,"10","43,4","43%","24%",7
"TOP 09","21/21","1",2,"10","47","57%","43%",721
"ANO 2011","21/21","0",7,"14","44,8","48%","43%",768
"VÝCHODOČEŠI","21/21","0",9,"12","44","38%","52%",770
"INICIATIVA OBČANŮ","21/21","2",4,"9","41,1","48%","48%",86
"1316","21/21","0",8,"13","46","43%","48%",901
"SPORTOVCI","11/21","0",3,"8","39,7","27%","18%",902
