"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ČELAKOVANDY.CZ - S PODPOROU KDU-ČSL","21/21","0",5,"16","51,2","95%","29%",1
"ZELENÍ A PIRÁTI","21/21","0",9,"12","39,8","57%","57%",1066
"HNUTÍ NEZÁVISLÝCH ZA HARMONICKÝ ROZVOJ OBCÍ A MĚST","21/21","0",2,"19","46,3","10%","14%",112
"VOLBA PRO MĚSTO ČELÁKOVICE","21/21","1",2,"15","45,3","38%","14%",113
"KOMUNISTICKÁ STRANA ČECH A MORAVY","21/21","2",0,"7","59","52%","10%",47
"STAROSTOVÉ A NEZÁVISLÍ - PRO Č = PRO ČELÁKOVICE","21/21","0",19,"2","51,7","19%","57%",470
"OBČANSKÁ DEMOKRATICKÁ STRANA","21/21","0",9,"12","43,4","43%","33%",53
"LIBERÁLNĚ EKOLOGICKÁ STRANA (S PODPOROU PTH)","21/21","0",11,"10","46,7","29%","48%",543
"DĚLNICKÁ STRANA SOCIÁLNÍ SPRAVEDLNOSTI - ZA PRÁVA OBČANŮ","4/21","0",0,"0","45","0%","0%",600
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","21/21","2",1,"15","46,6","52%","33%",7
"STRANA SOUKROMNÍKŮ ČESKÉ REPUBLIKY","2/21","0",0,"0","42","0%","50%",716
"TOP 09","21/21","4",1,"13","46","38%","38%",721
"ANO 2011","21/21","0",3,"18","42,5","19%","38%",768
"SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ NAŠE ČELÁKOVICE","21/21","2",0,"11","48,3","38%","62%",901
