"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","15/15","0",0,"0","57,5","40%","47%",1
"VOLBA PRO MĚSTO","15/15","3",1,"7","52,3","13%","67%",113
"SNK EVROPŠTÍ DEMOKRATÉ","15/15","2",3,"4","57,3","7%","20%",129
"KOMUNISTICKÁ STRANA ČECH A MORAVY","15/15","1",1,"6","55,8","27%","0%",47
"OBČANSKÁ DEMOKRATICKÁ STRANA","15/15","3",0,"7","51","40%","27%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","15/15","3",1,"8","46,7","13%","20%",7
"TOP 09","15/15","0",0,"13","40,5","60%","27%",721
"""JIHOČEŠI 2012""","15/15","0",12,"3","47,5","7%","27%",766
"NEZÁVISLÍ","15/15","0",3,"12","36,3","27%","47%",88
"ROVNĚ","15/15","0",2,"13","42,2","60%","33%",901
